,medio,fecha,titulo
11936,infobae,2019-10-11 00:00:00,"Miguel Ángel Pichetto: ""No descartaría que haya operadores cubanos dentro de la estructura del kirchnerismo”"
11979,cronista,2019-10-11 00:00:00,"Alberto Fernández, en el Nacional Buenos Aires: lenguaje inclusivo y chicanas a Macri"
11982,cronista,2019-10-11 00:00:00,Documento del PJ: fuerte apuesta al mercado interno y a la reactivación del consumo
11990,cronista,2019-10-11 00:00:00,"Sin coaching, Alberto Fernández se prepara para el debate en una campaña ""terminada"""
12009,cronista,2019-10-11 00:00:00,Promo infartante de Noblex: si acertas la diferencia entre Macri y Alberto te devuelven la plata
12010,cronista,2019-10-11 00:00:00,La foto viral de Espert antes del debate: picanteó a la izquierda y la rompió en redes
12030,la nación,2019-10-11 00:00:00,Postergan para después de las elecciones el juicio contra Cristina por la obra pública
12056,perfil,2019-10-11 00:00:00,"10 años de la Ley de Medios: “Alberto, no basta con aplicar la defensa de la competencia”"
12063,perfil,2019-10-11 00:00:00,Los aliados K de Mauricio Macri
12082,ambito financiero,2019-10-11 00:00:00,Capitanich busca volver al poder y extender 12 años de PJ (oposición pelea balotaje)
12111,ambito financiero,2019-10-11 00:00:00,Alberto Fernández no asistirá al Coloquio de IDEA
12119,ambito financiero,2019-10-11 00:00:00,"Urtubey: ""Cada vez más argentinos ven con entusiasmo nuestra propuesta"""
12120,ambito financiero,2019-10-11 00:00:00,Macri ahora propuso la boleta única para las próximas elecciones
12121,ambito financiero,2019-10-11 00:00:00,Detuvieron a Jane Fonda durante una protesta contra el cambio climático
12143,el popular,2019-10-11 00:00:00,"Kicillof: ""Macri dice que 'Sí se puede', pero evidentemente ellos no han podido"""
12145,el popular,2019-10-11 00:00:00,La mayoría de los empresarios vincula la crisis a la gestión de Mauricio Macri
12151,el popular,2019-10-11 00:00:00,Alberto Cormillot confirmó que se casa con su novia 48 años menor
12156,la izquierda diario,2019-10-11 00:00:00,El FIT Unidad se manifestó frente a la Embajada de Ecuador en Buenos Aires
12157,la izquierda diario,2019-10-11 00:00:00,El FIT - Unidad se prepara para participar del Encuentro de Mujeres y Disidencias en La Plata
12168,la izquierda diario,2019-10-11 00:00:00,Córdoba: el PJ debuta en su transición a la gestión municipal cajoneando los derechos del colectivo trans
12172,la izquierda diario,2019-10-11 00:00:00,Después de las PASO: ¿cuáles son los desafíos de la izquierda en Salta?
12189,la izquierda diario,2019-10-11 00:00:00,La izquierda se destacó en el debate de candidatas en Tucumán
12194,la izquierda diario,2019-10-11 00:00:00,Macri quiere que 100.000 jóvenes sin trabajo hagan el Servicio Cívico con la Gendarmería
12216,la nación,2019-10-11 00:10:00,"En busca del milagro, Macri le declara la guerra a la mentira"
12219,la nación,2019-10-11 00:37:00,ShowMatch 2019: Luciana Salazar presagió el futuro de Mauricio Macri y María Eugenia Vidal
12235,la nación,2019-10-11 01:13:00,El discurso de Mauricio Macri de cara al debate
12247,la nación,2019-10-11 08:45:00,Juliana Awada y Antonia Macri disfrutaron del show de Sebastián Yatra en el Luna Park
12258,la nación,2019-10-11 10:24:00,"Miguel Ángel Pichetto: ""No descartaría que haya operadores cubanos dentro del kirchnerismo"""
12266,la nación,2019-10-11 11:32:00,"Patricia Bullrich y Alberto Fernández se cruzaron en Twitter por la ""ley mentira"""
12305,la nación,2019-10-11 15:14:00,"Mauricio Macri: ""No sirve truchar el Indec y esconder la pobreza"""
12319,la nación,2019-10-11 16:00:00,"A los 81 años, Jane Fonda fue arrestada en una marcha contra el cambio climático"
12324,la nación,2019-10-11 16:14:00,"Alberto Fernández dijo que ""el país está en una situación difícil"""
12340,la nación,2019-10-11 17:38:00,"Alberto Fernández usó lenguaje inclusivo en el CNBA: ""Prometo trabajar para cada chique"""
12345,la nación,2019-10-11 17:53:00,La felicidad de Tití Fernández por el fallo que declaró inconstitucional un DNU de Macri
12370,prensa obrera,2019-10-11 19:43:25,Acto del Frente de Izquierda – Unidad en apoyo a la rebelión ecuatoriana
12406,clarin,2019-10-12 00:00:00,Mauricio Macri volvió a prometer que quitará las retenciones a las exportaciones
12428,clarin,2019-10-12 00:00:00,Patricia Sosa quedó envuelta en una polémica al hablar del gobierno de Macri y el patriotismo de San Martín
12462,clarin,2019-10-12 00:00:00,Cristina juega al silencio pero influye en la campaña y los proyectos de gobierno
12463,clarin,2019-10-12 00:00:00,Cristina Kirchner juega al silencio pero influye en la campaña y los proyectos de gobierno
12464,clarin,2019-10-12 00:00:00,Los “ministeriables” de Alberto Fernández pondrán la cara en el debate presidencial
12474,clarin,2019-10-12 00:00:00,"Mauricio Macri no se rinde, pero la grieta interna se agranda: blandos vs. duros"
12475,clarin,2019-10-12 00:00:00,"Con mensajes de Mauricio Macri y Alberto Fernández, la política despidió a Horacio “Pechi” Quiroga en las redes sociales"
12476,clarin,2019-10-12 00:00:00,Primer debate: Mauricio Macri apuesta a agitar la campaña y Alberto F. a mostrarse como un candidato moderado
12477,clarin,2019-10-12 00:00:00,Roberto Lavagna probó su atril de cara al debate presidencial
12524,página 12,2019-10-12 00:00:00,Los desafíos del nuevo gobierno | Las consecuencias de las políticas de Cambiemos
12531,infobae,2019-10-12 00:00:00,Gustavo Béliz vuelve a la política con Alberto Fernández: la historia secreta de su autoexilio de 15 años y el motivo de su regreso
12636,infobae,2019-10-12 00:00:00,"La potencia de Córdoba, la huella social y el fenómeno Dayub: todo lo que dejó el festival de teatro FIT Mercosur"
12674,infobae,2019-10-12 00:00:00,Así se prepara en Santa Fe el primer debate presidencial con Mauricio Macri y Alberto Fernández como protagonistas
12677,infobae,2019-10-12 00:00:00,El presidente de la Sociedad Rural consideró que las propuestas del PJ a Alberto Fernández sobre el campo ”son ideas fracasadas”
12678,infobae,2019-10-12 00:00:00,El tuit del presidente Mauricio Macri sobre la muerte del intendente neuquino Horacio “Pechi” Quiroga
12680,infobae,2019-10-12 00:00:00,Macri en Olavarría: “Uno está con la familia y la vida o con los delincuentes y el narcotráfico”
12681,infobae,2019-10-12 00:00:00,Macri ordenó que todos los diplomáticos de Maduro abandonen la Argentina
12682,infobae,2019-10-12 00:00:00,Mauricio Macri prometió al campo eliminar retenciones en 2021 y una nueva ley de semillas
12683,infobae,2019-10-12 00:00:00,"Miguel Ángel Pichetto: sin filtro, endureció su discurso para retener votos macristas y atraer a los que se fueron a la derecha"
12686,infobae,2019-10-12 00:00:00,Preocupación en EE.UU por el doble discurso de Alberto Fernández ante la crisis de Venezuela
12688,infobae,2019-10-12 00:00:00,Quiénes acompañarán a Mauricio Macri en el primer debate en Santa Fe
12690,infobae,2019-10-12 00:00:00,Sergio Berensztein: “Alberto Fernández es un enigma pero la realidad lo obligará a ser moderado”
12705,infobae,2019-10-12 00:00:00,La anécdota de hace 33 años que vincula a la mano derecha de Alberto Fernández con uno de los mejores bailarines de la historia argentina
12749,cronista,2019-10-12 00:00:00,Bolsonaro adelanta cumbre del Mercosur para evitar un posible encuentro con Alberto
12750,cronista,2019-10-12 00:00:00,"Candidatos en TV: Macri llega, debate y se va"
12756,cronista,2019-10-12 00:00:00,"Mauricio Macri en Olavarría y con María Eugenia Vidal en otra marcha del ""Sí, se puede"""
12757,cronista,2019-10-12 00:00:00,"Según una encuesta, la mayoría de los empresarios prefiere a Lavagna como ministro de Economía"
12802,la nación,2019-10-12 00:00:00,"Axel Kicillof responsabilizó a Macri por la ""masacre laboral"""
12807,la nación,2019-10-12 00:00:00,Macri destacó el creciente papel de la mujer en las Fuerzas Armadas
12808,la nación,2019-10-12 00:00:00,"Martín Lousteau: ""En Cambiemos tenemos que salir de los liderazgos personalistas"""
12829,perfil,2019-10-12 00:00:00,¿Cuáles van a ser las prioridades económicas de Alberto Fernández si es presidente?
12833,perfil,2019-10-12 00:00:00,"Macri, Papá Noel (anticipado): los favores de despedida a empresas y sectores"
12847,ambito financiero,2019-10-12 00:00:00,"La juventud fue el grupo poblacional ""más dañado"" de la gestión de Macri"
12858,ambito financiero,2019-10-12 00:00:00,"Sentidos mensajes de Macri y Alberto Fernández para despedir a ""Pechi"" Quiroga"
12862,ambito financiero,2019-10-12 00:00:00,El posible gobierno de Alberto Fernández genera intriga y preocupación en el mundo
12866,ambito financiero,2019-10-12 00:00:00,Las nuevas promesas de Macri al campo y cómo quedarán las retenciones
12871,ambito financiero,2019-10-12 00:00:00,Massa: Macri ha gobernado para muy poquitos y ha perjudicado a la gran mayoría
12882,el popular,2019-10-12 00:00:00,"Mauricio Macri dijo en Olavarría que a las marchas del ""Sí, se puede"" van a ""defender valores"" y no por un ""choripán"""
12891,la izquierda diario,2019-10-12 00:00:00,Lo bailó sabroso: cuando Del Caño dejó pagando a Massa en el debate de 2015
12905,la izquierda diario,2019-10-12 00:00:00,Macri insiste en avalar el intento de golpe en Venezuela: reconoció a la nueva “embajadora”
12918,la izquierda diario,2019-10-12 00:00:00,"[Video] Myriam Bregman: “Macri se va, pero el personal político cómplice del ajuste se queda”"
12937,la nación,2019-10-12 02:46:00,La banda presidencial: el gobierno de Cristina Fernández de Kirchner (2007-2015)
12944,la nación,2019-10-12 10:35:00,"El mensaje de Mauricio Macri por la muerte de ""Pechi"" Quiroga, a cuatro días de compartir un acto con él"
12949,la nación,2019-10-12 12:35:00,"El último discurso de ""Pechi"" Quiroga: ""¡Tenemos que salir primeros!"", dijo junto a Mauricio Macri"
12962,la nación,2019-10-12 14:35:00,"El chiste de Mauricio Macri en Olavarría: ""El gato aguanta"""
12964,la nación,2019-10-12 14:45:00,"Mauricio Macri: ""O uno está con la familia y con la vida o está con los delincuentes y el narcotráfico"""
13022,clarin,2019-10-13 00:00:00,"Macri sin campaña unificada, como Scioli en 2015"
13059,clarin,2019-10-13 00:00:00,"Axel Kicillof: “Cristina es una persona de consulta; los intendentes y Máximo, también”"
13060,clarin,2019-10-13 00:00:00,Daniel Scioli dio ganador a Alberto Fernández del debate presidencial: “Si alguien podía tener dudas ya no las tiene”
13061,clarin,2019-10-13 00:00:00,"Debate presidencial: Daniel Scioli, el invitado sorpresa de Alberto Fernández"
13063,clarin,2019-10-13 00:00:00,Debate presidencial: Lo mejor y lo peor de Alberto Fernández
13064,clarin,2019-10-13 00:00:00,Debate presidencial: Lo mejor y lo peor de José Luis Espert
13066,clarin,2019-10-13 00:00:00,Debate presidencial: lo mejor y lo peor de Mauricio Macri
13067,clarin,2019-10-13 00:00:00,Debate presidencial: lo mejor y lo peor de Roberto Lavagna
13068,clarin,2019-10-13 00:00:00,Debate presidencial: Nicolás del Caño defendió el aborto legal y mostró el pañuelo verde
13072,clarin,2019-10-13 00:00:00,Mauricio Macri repasó a solas en Olivos sus propuestas para el debate presidencial
13074,clarin,2019-10-13 00:00:00,Miguel Ángel Pichetto y el debate presidencial: “No tendrá la profundidad que va a tener el del balotaje”
13076,clarin,2019-10-13 00:00:00,El PJ sumó su provincia número 11 en 2019 y es favorito en otras cuatro
13080,clarin,2019-10-13 00:00:00,El titular de Cáritas justificó su presencia en un acto de Alberto Fernández
13082,clarin,2019-10-13 00:00:00,Terminó un debate que estuvo marcado por las chicanas y los cruces entre Mauricio Macri y Alberto Fernández
13083,clarin,2019-10-13 00:00:00,"El campo, contra las propuestas que el PJ le entregó a Alberto Fernández: “Son recetas que fracasaron”"
13091,clarin,2019-10-13 00:00:00,La marcha de mujeres tuvo 30 cuadras y la izquierda hizo una protesta paralela
13118,tiempo argentino,2019-10-13 00:00:00,Los cruces entre Macri y Alberto F. dominaron el primer debate presidencial
13123,tiempo argentino,2019-10-13 00:00:00,"El FIT Unidad, con el eje en quién paga la salida de la crisis"
13149,tiempo argentino,2019-10-13 00:00:00,"La inflación de septiembre será del 5,5% y prevén que en la era Macri superará el 300 por ciento"
13153,tiempo argentino,2019-10-13 00:00:00,"Macri ya perdió y Alberto F. es CFK, la estrategia de Lavagna"
13184,página 12,2019-10-13 00:00:00,"Graciela Villar: ""La trilogía Bachelet, Dilma y Cristina hizo historia"" | Entrevista a la candidata a vicepresidenta del Frente Amplio en Uruguay"
13187,página 12,2019-10-13 00:00:00,El Plan de gobierno de 100 días del PJ
13195,página 12,2019-10-13 00:00:00,Las encuestas son lapidarias con Macri
13305,infobae,2019-10-13 00:00:00,La Mesa de Enlace se declaró “en alerta” por la propuesta agropecuaria del PJ a Alberto Fernández
13333,infobae,2019-10-13 00:00:00,"Mario Teijeiro: “Veo a Alberto Fernández, que valida lo hecho por Lavagna entre 2002 y 2005, con la intención de copiar esas políticas”"
13335,infobae,2019-10-13 00:00:00,Un economista del equipo de Alberto Fernández anticipó que bajar la inflación a un dígito llevará entre cuatro y cinco años
13351,infobae,2019-10-13 00:00:00,"La rarísima y, a la vez, extraordinaria metamorfosis de Mauricio Macri"
13352,infobae,2019-10-13 00:00:00,Las movidas del espacio de Alberto Fernández en una sociedad fragmentada
13359,infobae,2019-10-13 00:00:00,Cómo se preparó Roberto Lavagna para el debate presidencial: hincapié en la economía y propuestas concretas para afrontar la crisis
13367,infobae,2019-10-13 00:00:00,Debate presidencial 2019: Macri vinculó a Alberto Fernández con el pasado del kirchnerismo y el candidato del Frente de Todos lo acusó de mentiroso
13368,infobae,2019-10-13 00:00:00,La candidata a vicepresidente Cynthia Hotton llegará al debate a bordo de su autobús de campaña “Caravana por la Vida”
13371,infobae,2019-10-13 00:00:00,Mauricio Macri llega a Santa Fe sobre la hora y el resto de los candidatos repasan detalles en la previa del debate
13372,infobae,2019-10-13 00:00:00,"Nicolás Del Caño, José Luis Espert y Juan José Gómez Centurión: los candidatos que usarán el debate como tribuna ideológica"
13376,infobae,2019-10-13 00:00:00,"Qué piensa Alberto Fernández sobre el debate, quiénes lo acompañarán y su estrategia para enfrentar a Mauricio Macri"
13378,infobae,2019-10-13 00:00:00,Santiago Cafiero: la historia del hombre que en dos años se convirtió en la mano derecha de Alberto Fernández
13379,infobae,2019-10-13 00:00:00,"Sin PASO y con el peronismo fragmentado, Chaco elige gobernador"
13380,infobae,2019-10-13 00:00:00,"Trucos, contenidos y el papel que buscará jugar Mauricio Macri en el debate"
13405,infobae,2019-10-13 00:00:00,Barbie Vélez sorprendió con un drástico cambio de look
13430,cronista,2019-10-13 00:00:00,"El campo, entre el debate y la acción por el cambio climático"
13431,cronista,2019-10-13 00:00:00,La dureza del debate hizo revivir la polarización entre Macri y Alberto
13432,cronista,2019-10-13 00:00:00,Alberto invitó a Scioli para recordarle a Macri el debate 2015
13433,cronista,2019-10-13 00:00:00,Debate Presidencial: Fernández ya está en Santa Fe y sólo resta llegar Macri
13434,cronista,2019-10-13 00:00:00,Del Caño ensaya y el FIT organiza su propaganda para el debate de hoy
13435,cronista,2019-10-13 00:00:00,"El campo rechaza el documento del PJ porque son recetas que ""ya fracasaron"""
13443,cronista,2019-10-13 00:00:00,"La tensión entre Macri y Fernández domina el debate, con cruces por Venezuela"
13448,cronista,2019-10-13 00:00:00,Financial Times: problemas económicos de Argentina socavan perspectivas electorales de Macri
13484,la nación,2019-10-13 00:00:00,"El debut de los debates presidenciales obligatorios: Alberto Fernández, un descreído del formato que reniega del coaching"
13486,la nación,2019-10-13 00:00:00,"El debut de los debates presidenciales obligatorios: Mauricio Macri, la gran oportunidad para recuperar protagonismo"
13487,la nación,2019-10-13 00:00:00,"El debut de los debates presidenciales obligatorios: José Luis Espert, seducir con el lenguaje de la TV"
13489,la nación,2019-10-13 00:00:00,"En la recta final, Macri y Fernández apuntan a los votantes moderados"
13492,la nación,2019-10-13 00:00:00,"El debut de los debates presidenciales obligatorios: Nicolás del Caño, en busca de cruces para potenciarse"
13493,la nación,2019-10-13 00:00:00,"El debut de los debates presidenciales obligatorios: Roberto Lavagna, con énfasis en su experiencia"
13518,perfil,2019-10-13 00:00:00,"Alberto, preocupado por el efecto debate en los mercados"
13519,perfil,2019-10-13 00:00:00,"Conocimiento academico y experiencia televisiva, las apuestas de José Luis Espert para el debate"
13520,perfil,2019-10-13 00:00:00,Debate: el asado de Lifschitz para recibir a Lavagna
13521,perfil,2019-10-13 00:00:00,El balance de Lavagna tras el debate: mucha economía y mal manejo en cámara
13523,perfil,2019-10-13 00:00:00,"Género, crisis económica y agite digital: las apuestas de Del Caño para el debate"
13524,perfil,2019-10-13 00:00:00,Intimidad de la previa relajada de Roberto Lavagna
13526,perfil,2019-10-13 00:00:00,La estrategia de Macri: coucheo a puertas cerradas con Durán Barba y comitiva acotada
13531,perfil,2019-10-13 00:00:00,FIT 2019: Propuestas turísticas de las provincias
13562,ambito financiero,2019-10-13 00:00:00,El debate presidencial transcurre con cruces entre Macri y Fernández
13563,ambito financiero,2019-10-13 00:00:00,"Primer cruce de Alberto a Macri: ""El que mintió es el Presidente"""
13564,ambito financiero,2019-10-13 00:00:00,"Macri: ""Pensé que iba a ser más simple ordenar la economía"""
13565,ambito financiero,2019-10-13 00:00:00,"Malvinas, presente en el discurso de todos candidatos menos en el de Macri"
13575,ambito financiero,2019-10-13 00:00:00,Los fuertes cruces y chicanas entre Mauricio Macri y Alberto Fernández coparon el primer round del debate presidencial
13576,ambito financiero,2019-10-13 00:00:00,"Alberto a Macri: ""De u$s39.000 millones que nos dio el FMI, u$s30.000 se lo llevaron sus amigos"""
13578,ambito financiero,2019-10-13 00:00:00,Macri: Me imagino que Kicillof va a hacer una narcocapacitación en las escuelas
13586,ambito financiero,2019-10-13 00:00:00,Espert a Moyano: Basta de currar con la justicia social
13600,el popular,2019-10-13 00:00:00,"Alberto Fernández en el #DebateAr2019: ""Les propongo que empecemos a pensar que país queremos, juntos"""
13601,el popular,2019-10-13 00:00:00,"Mauricio Macri en el #DebateAr2019: ""Hoy estamos mejor que hace cuatro años y tenemos la base para seguir creciendo"""
13603,el popular,2019-10-13 00:00:00,"Alberto Fernández en el debate presidencial: ""Presidente, ya es hora de que deje de mentir"""
13604,el popular,2019-10-13 00:00:00,"Mauricio Macri en el debate presidencial: ""Hoy estamos mejor que hace cuatro años y tenemos la base para seguir creciendo"""
13606,el popular,2019-10-13 00:00:00,"Espert: ""El futuro de Argentina es el libre comercio"""
13620,la izquierda diario,2019-10-13 00:00:00,"Del Caño criticó la propuesta de ""acuerdo social"" entre la CGT y empresarios"
13621,la izquierda diario,2019-10-13 00:00:00,Del Caño denunció a los ganadores de la crisis
13622,la izquierda diario,2019-10-13 00:00:00,Del Caño denunció el vaciamiento de la educación pública y recordó a Sandra y Rubén
13623,la izquierda diario,2019-10-13 00:00:00,"Del Caño: “Es imposible seguir las políticas del FMI, pagar la deuda y decir que se está del lado de los intereses populares”"
13624,la izquierda diario,2019-10-13 00:00:00,"Del Caño: ""Las mujeres volverán a las calles y el aborto será ley”"
13625,la izquierda diario,2019-10-13 00:00:00,Del Caño: “La única solución es que la crisis la paguen los que la generaron”
13626,la izquierda diario,2019-10-13 00:00:00,Del Caño pidió un minuto de silencio para los muertos por la represión en Ecuador
13659,perfil,2019-10-13 02:31:49,"A la espera del debate presidencial, Lavagna pidió la ""máxima transparencia"" posible"
13680,la nación,2019-10-13 15:21:00,"Miguel Ángel Pichetto: ""Cuidado con comprarse el traje azul anticipadamente"""
13681,la nación,2019-10-13 15:40:00,"Durán Barba, sobre la gira de Macri: ""Nunca antes se produjo esa presencia de gente sin buses ni punteros"""
13682,la nación,2019-10-13 16:44:00,Debate presidencial: Macri viaja sobre la hora y llega con expectativa moderada
13696,la nación,2019-10-13 21:22:00,Los cariñosos mensajes del hijo de Alberto Fernández a su papá durante el debate presidencial
13706,la nación,2019-10-13 23:34:00,Macri vs. Macri: cómo cambió el discurso del Presidente desde el histórico cruce con Scioli
13708,la nación,2019-10-13 23:55:00,Video: el fugaz saludo de Mauricio Macri y Alberto Fernández después del debate presidencial
13709,la nación,2019-10-13 23:57:00,"Hernán Lombardi, sobre Alberto Fernández: ""Fue tremendamente agresivo, al dedito no lo podía bajar"""
13740,clarin,2019-10-14 00:00:00,"El Coloquio de Idea arranca con Macri, Vidal y más CEO que dueños de empresas"
13793,clarin,2019-10-14 00:00:00,Alberto Fernández y el gesto del “dedito” que le marcó Mauricio Macri en el debate presidencial: “Yo no acuso a nadie”
13794,clarin,2019-10-14 00:00:00,"Alberto Fernández llamó a dejar atrás “cuatro años fatídicos, de mentira, inflación y pobreza”"
13795,clarin,2019-10-14 00:00:00,Avanza una causa contra Cristina por supuesto espionaje ilegal en YPF
13799,clarin,2019-10-14 00:00:00,Cristina Kirchner dijo que no vio el debate presidencial entero porque tenía invitados en su casa
13800,clarin,2019-10-14 00:00:00,"Alberto Fernández: “Yo no soy el presidente de los porteños, soy el presidente de la Argentina”"
13801,clarin,2019-10-14 00:00:00,"En un debate con pocas propuestas, Mauricio Macri defendió su gestión y Alberto Fernández jugó a atacarlo"
13802,clarin,2019-10-14 00:00:00,"En un debate presidencial con pocas propuestas, Mauricio Macri defendió su gestión y Alberto Fernández jugó a atacarlo"
13803,clarin,2019-10-14 00:00:00,Debate presidencial: Alberto Fernández habló del Conicet y Sandra Pitta lo criticó en Twitter
13804,clarin,2019-10-14 00:00:00,"Tras el debate presidencial, Mauricio Macri cruzó a Alberto Fernández: “Piensa que puede decir cualquier mentira”"
13805,clarin,2019-10-14 00:00:00,"Tras el debate presidencial, Mauricio Macri promete “llevar internet a todos los argentinos”"
13807,clarin,2019-10-14 00:00:00,"En el tramo final de la campaña, Mauricio Macri juega a fondo y busca juntar una multitud en el Obelisco"
13808,clarin,2019-10-14 00:00:00,Felipe Solá y la polémica por el “dedito acusador” de Alberto Fernández en el debate presidencial: “Es parte de 'Pelotulandia'”
13809,clarin,2019-10-14 00:00:00,Los festejos de Alberto Fernández tras el debate presidencial y su lectura sobre el “dedito”
13812,clarin,2019-10-14 00:00:00,"Aun indeciso con hacer un acto de cierre, Alberto Fernández se muestra el jueves con Cristina"
13814,clarin,2019-10-14 00:00:00,"Mauricio Macri, íntimo: del paddle a la fe para para sumar indecisos"
13816,clarin,2019-10-14 00:00:00,"Mauricio Macri, tras el cruce con Alberto Fernández en el debate: “Los abuelos tienen celulares, tienen corazón, tienen fuerza”"
13817,clarin,2019-10-14 00:00:00,"Para Miguel Pichetto, el ganador del debate fue Mauricio Macri: “Alberto Fernández fue muy agresivo y arrogante”"
13818,clarin,2019-10-14 00:00:00,La neuquina Lucila Crexell fue a la Justicia: reclama encabezar la boleta de Juntos por el Cambio
13821,clarin,2019-10-14 00:00:00,La respuesta de Axel Kicillof a Mauricio Macri: “Nos provocan para que estemos a la defensiva y perdamos el tiempo”
13822,clarin,2019-10-14 00:00:00,Roberto Lavagna admitió que no se sintió “cómodo” en el debate presidencial y afirmó: “El formato no es el mejor”
13863,tiempo argentino,2019-10-14 00:00:00,CFK: “La situación del país es grave: vamos a afrontar momentos difíciles”
13873,tiempo argentino,2019-10-14 00:00:00,"Macri: “Debemos reconocer que no son tiempos fáciles y que el peso cayó sobre la clase media"""
13874,tiempo argentino,2019-10-14 00:00:00,Marco Lavagna: “Es más fácil coincidir con Alberto que con los que plantean ajuste”
13882,tiempo argentino,2019-10-14 00:00:00,"Sigue la campaña: actos de CFK, Macri y Alberto F."
13900,página 12,2019-10-14 00:00:00,"Debate presidencial 2019: Primeras impresiones sobre la novedad | Macri, opositor de la oposición. Fernández, con traje presidencial."
13905,página 12,2019-10-14 00:00:00,"Alberto Fernández sobre el papel de Macri en el debate presidencial: ""Lo mandaría al recuperatorio”"
13907,página 12,2019-10-14 00:00:00,"Cristina Kirchner en El Calafate: ""Macri no será Chispita, pero el problema no es él sino sus políticas"""
13915,infobae,2019-10-14 00:00:00,Brasil respaldó al gobierno de Lenín Moreno y acusó de desestabilización a fuerzas de izquierda: “La amenaza es continental”
13934,infobae,2019-10-14 00:00:00,El impactante cambio físico de Andy Ruiz Jr. para la revancha ante Anthony Joshua
14027,infobae,2019-10-14 00:00:00,Alberto Fernández ganó el debate y no por la pinta
14029,infobae,2019-10-14 00:00:00,El debate desde EEUU: en Washington apuntaron a la falta de precisiones de Alberto Fernández en una noche que dejó gusto a poco
14030,infobae,2019-10-14 00:00:00,"¿Es verdad que el presupuesto de Educación cayó 40%, el de Ciencia 43% y el de Salud 27% durante el gobierno de Cambiemos, como dijo Alberto Fernández en el debate?"
14062,infobae,2019-10-14 00:00:00,La máscara de Alberto
14063,infobae,2019-10-14 00:00:00,La pelea más sencilla para Alberto Fernández
14065,infobae,2019-10-14 00:00:00,Macri perdió el debate antes de empezar
14071,infobae,2019-10-14 00:00:00,Alberto Fernández: “La diferencia con Macri en el debate fue que yo dije la verdad”
14073,infobae,2019-10-14 00:00:00,Axel Kicillof le respondió a Mauricio Macri: “Nos provocan para que estemos a la defensiva y perdamos el tiempo”
14074,infobae,2019-10-14 00:00:00,"Cómo les fue a Del Caño, Lavagna, Fernández y Macri cuando se chequearon los datos que dieron en el debate presidencial"
14076,infobae,2019-10-14 00:00:00,Cristina Kirchner: “Nos acusaban a nosotros de planeros y este gobierno tiene el doble de planes sociales”
14078,infobae,2019-10-14 00:00:00,"Debate presidencial 2019: Alberto Fernández polarizó con Mauricio Macri en cada intervención y lo acusó de mentir, en línea con su equipo en redes"
14079,infobae,2019-10-14 00:00:00,Debate presidencial 2019: los cruces más fuertes entre Mauricio Macri y Alberto Fernández
14080,infobae,2019-10-14 00:00:00,"Debate presidencial: perlitas, memes y el pin-sandalia de Marco Lavagna"
14083,infobae,2019-10-14 00:00:00,"El debate por dentro: así se vivió en el auditorio, con Mauricio Macri y Alberto Fernández como protagonistas"
14084,infobae,2019-10-14 00:00:00,"Felicitaciones para el equipo, balance positivo y la emoción de Alberto Fernández después del debate"
14085,infobae,2019-10-14 00:00:00,Felipe Solá se sumó a la polémica por el “dedito acusador” de Alberto Fernández: “Forma parte de Pelotulandia”
14086,infobae,2019-10-14 00:00:00,La parquedad de Gómez Centurión y la efusividad de Espert : el debate de los candidatos que buscan reforzar su electorado
14088,infobae,2019-10-14 00:00:00,Las primeras imágenes de Macri y Fernández antes del debate presidencial en Santa Fe
14090,infobae,2019-10-14 00:00:00,Los cariñosos mensajes de los hijos de Macri y Alberto Fernández después del debate
14091,infobae,2019-10-14 00:00:00,"Luego del debate, Mauricio Macri y Alberto Fernández continuarán con la agenda de campaña de cara al 27 de octubre"
14092,infobae,2019-10-14 00:00:00,Macri cree que le ganó el debate a Alberto Fernández y ya prepara su estrategia para el segundo encuentro
14093,infobae,2019-10-14 00:00:00,Macri y Vidal evaluaron como “muy positivo” el debate y reforzarán la campaña juntos en Buenos Aires
14095,infobae,2019-10-14 00:00:00,Mauricio Macri enfatizó los logros de su gestión y buscó diluir la crisis económica en los fracasos históricos
14096,infobae,2019-10-14 00:00:00,"Mauricio Macri siguió el debate con Alberto Fernández: “Nuestros abuelos tienen celulares, tienen corazón, tienen fuerza”"
14097,infobae,2019-10-14 00:00:00,Mauricio Macri y Alberto Fernández ocuparon el centro del primer debate pero hasta la pelea fue muy guionada
14098,infobae,2019-10-14 00:00:00,Mauricio Macri y Alberto Fernández se saludaron con frialdad al final del debate
14099,infobae,2019-10-14 00:00:00,Miguel Ángel Pichetto visitó junto a Patricia Bullrich la villa 1-11-14 tras sus polémicas declaraciones sobre la droga en los asentamientos
14100,infobae,2019-10-14 00:00:00,"Nicolás del Caño utilizó la comparación entre Mauricio Macri y Alberto Fernández para marcar su agenda sobre la economía, salud y educación"
14101,infobae,2019-10-14 00:00:00,Pichetto: “El problema de Alberto Fernández es que Cristina Kirchner sigue hablando con Maduro y con Castro”
14102,infobae,2019-10-14 00:00:00,Roberto Lavagna puso el foco en los niveles de pobreza que hay en Argentina y cuestionó a los gobiernos de Mauricio Macri y Cristina Kirchner
14143,infobae,2019-10-14 00:00:00,"Las dantas, los mamíferos herbívoros que se convirtieron en los aliados contra el cambio climático"
14150,cronista,2019-10-14 00:00:00,"Alberto F. le respondió a Macri por ""el dedito"" y le pidió que se dedique ""a gobernar"""
